id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
107,5,6,20/2017/NĐ-CP;111/2021/TT-BTC;29/VBHN-VPQH;78/2021/TT-BTC,78/2021/TT-BTC,20/2017/NĐ-CP;111/2021/TT-BTC;29/VBHN-VPQH,20/2017/NĐ-CP|Điều 4;111/2021/TT-BTC|Điều 3;25/VBHN-BTC|Điều 4;29/VBHN-VPQH|Điều 93;78/2021/TT-BTC|Điều 8,,
108,4,5,113/2025/TT-BTC;25/VBHN-BTC;153/2012/TT-BTC,,113/2025/TT-BTC;25/VBHN-BTC;153/2012/TT-BTC,113/2025/TT-BTC|Điều 7;25/VBHN-BTC|Điều 37;25/VBHN-BTC|Điều 40;153/2012/TT-BTC|Điều 4,,
109,1,1,,,,,,
110,4,4,02/VBHN-BTC,,02/VBHN-BTC,02/VBHN-BTC|Điều 27,,
111,2,3,25/VBHN-BTC,,25/VBHN-BTC,70/2025/NĐ-CP|Điều 1;25/VBHN-BTC|Điều 49;25/VBHN-BTC|Điều 50,,
112,6,9,64/2013/TT-BTC;25/VBHN-BTC;48/2024/QH15;17/VBHN-BTC,,64/2013/TT-BTC;25/VBHN-BTC;48/2024/QH15;17/VBHN-BTC,64/2013/TT-BTC|Điều 14;25/VBHN-BTC|Điều 55;64/2013/TT-BTC|Điều 33;48/2024/QH15|Điều 13;153/2010/TT-BTC|Điều 12;17/VBHN-BTC|Điều 18,,
113,3,4,70/2025/NĐ-CP;108/2025/QH15,,70/2025/NĐ-CP;108/2025/QH15,70/2025/NĐ-CP|Điều 1;108/2025/QH15|Điều 26;25/VBHN-BTC|Điều 52,,
114,2,2,108/2025/QH15,,108/2025/QH15,108/2025/QH15|Điều 26,,
115,5,6,64/2013/TT-BTC;14/VBHN-BTC;17/VBHN-BTC,64/2013/TT-BTC;14/VBHN-BTC;17/VBHN-BTC,,51/2010/NĐ-CP|Điều 19;64/2013/TT-BTC|Điều 33;14/VBHN-BTC|Điều 11;17/VBHN-BTC|Điều 24,,
116,3,2,13/2008/QH12;GTGT;28/2011/TT-BTC,13/2008/QH12;GTGT,28/2011/TT-BTC,13/2008/QH12|Điều 10;28/2011/TT-BTC|Điều 10,,100/1998/TT-BTC
117,1,1,,,,,,
118,7,7,25/VBHN-BTC;78/2014/TT-BTC;64/2013/TT-BTC;04/VBHN-BTC;68/2019/TT-BTC,68/2019/TT-BTC,25/VBHN-BTC;78/2014/TT-BTC;64/2013/TT-BTC;04/VBHN-BTC,70/2025/NĐ-CP|Điều 1;25/VBHN-BTC|Điều 9;78/2014/TT-BTC|Điều 5;64/2013/TT-BTC|Điều 14;04/VBHN-BTC|Điều 79;68/2019/TT-BTC|Điều 4,,
119,3,2,47-BTC,,47-BTC,,,
120,6,10,125/2020/NĐ-CP;109/2013/NĐ-CP;14/VBHN-BTC;03/VBHN-BTC;64/2013/TT-BTC,125/2020/NĐ-CP;109/2013/NĐ-CP;14/VBHN-BTC;03/VBHN-BTC;64/2013/TT-BTC,,125/2020/NĐ-CP|Điều 24;109/2013/NĐ-CP|Điều 38;125/2020/NĐ-CP|Điều 22;109/2013/NĐ-CP|Điều 36;51/2010/NĐ-CP|Điều 16;14/VBHN-BTC|Điều 11;14/VBHN-BTC|Điều 9;03/VBHN-BTC|Điều 24;64/2013/TT-BTC|Điều 16,,
121,7,7,98/2007/NĐ-CP;166/2013/TT-BTC;09/VBHN-VPQH;03/VBHN-VPQH;29/VBHN-VPQH;16/VBHN-BTC,09/VBHN-VPQH;03/VBHN-VPQH;29/VBHN-VPQH;16/VBHN-BTC,98/2007/NĐ-CP;166/2013/TT-BTC,98/2007/NĐ-CP|Điều 13;166/2013/TT-BTC|Điều 12;09/VBHN-VPQH|Điều 107;03/VBHN-VPQH|Điều 107;29/VBHN-VPQH|Điều 142;16/VBHN-BTC|Điều 10,,
122,6,10,109/2013/NĐ-CP;14/VBHN-BTC;11/VBHN-BTC;11/VBHN-BTC,109/2013/NĐ-CP;14/VBHN-BTC;11/VBHN-BTC;11/VBHN-BTC,,125/2020/NĐ-CP|Điều 23;51/2010/NĐ-CP|Điều 29;109/2013/NĐ-CP|Điều 40;109/2013/NĐ-CP|Điều 34;125/2020/NĐ-CP|Điều 29;14/VBHN-BTC|Điều 10;11/VBHN-BTC|Điều 37;14/VBHN-BTC|Điều 13;11/VBHN-BTC|Điều 9,,
123,3,6,109/2013/NĐ-CP;14/VBHN-BTC,109/2013/NĐ-CP;14/VBHN-BTC,,109/2013/NĐ-CP|Điều 38;125/2020/NĐ-CP|Điều 7;14/VBHN-BTC|Điều 11;14/VBHN-BTC|Điều 12;109/2013/NĐ-CP|Điều 34,,
124,2,2,174/2015/TT-BTC,,174/2015/TT-BTC,18/VBHN-BTC|Điều 12;174/2015/TT-BTC|Điều 12,,
125,9,8,78/2006/QH11;22-CP;57-L/CTN;108/2025/QH15;166/2013/TT-BTC;45/TC/TCT;11-TC/TCT;32/2007/TT-BTC,22-CP;166/2013/TT-BTC;45/TC/TCT;11-TC/TCT,78/2006/QH11;57-L/CTN;108/2025/QH15;32/2007/TT-BTC,78/2006/QH11|Điều 109;100/2004/NĐ-CP|Điều 22;57-L/CTN|Điều 25;108/2025/QH15|Điều 38;166/2013/TT-BTC|Điều 3;45/TC/TCT|Điều 7,,
126,1,1,,,,,,
127,6,5,114/2006/NĐ-CP;02/2026/NĐ-CP;41/2004/TT-BTC;1307/VBHN-BLĐTBXH,41/2004/TT-BTC,114/2006/NĐ-CP;02/2026/NĐ-CP;1307/VBHN-BLĐTBXH,114/2006/NĐ-CP|Điều 26;02/2026/NĐ-CP|Điều 26;1307/VBHN-BLĐTBXH|Điều 29,,
128,8,8,22-CP;02/2026/NĐ-CP;131/2013/NĐ-CP;87/2001/NĐ-CP;12/2022/NĐ-CP;95/2013/NĐ-CP;1307/VBHN-BLĐTBXH,87/2001/NĐ-CP,22-CP;02/2026/NĐ-CP;131/2013/NĐ-CP;12/2022/NĐ-CP;95/2013/NĐ-CP;1307/VBHN-BLĐTBXH,02/2026/NĐ-CP|Điều 19;131/2013/NĐ-CP|Điều 37;87/2001/NĐ-CP|Điều 17;12/2022/NĐ-CP|Điều 48;95/2013/NĐ-CP|Điều 36;1307/VBHN-BLĐTBXH|Điều 30,,
129,8,9,108/2025/QH15;153/2010/TT-BTC;61/2007/TT-BTC;64/2015/TTLT-BTC-BCT-BCA-BQP;25/VBHN-BTC;29/VBHN-VPQH;14/VBHN-BTC,64/2015/TTLT-BTC-BCT-BCA-BQP;25/VBHN-BTC;14/VBHN-BTC,108/2025/QH15;153/2010/TT-BTC;61/2007/TT-BTC;29/VBHN-VPQH,108/2025/QH15|Điều 8;108/2025/QH15|Điều 24;125/2020/NĐ-CP|Điều 16;153/2010/TT-BTC|Điều 21;64/2015/TTLT-BTC-BCT-BCA-BQP|Điều 6;25/VBHN-BTC|Điều 3;29/VBHN-VPQH|Điều 143;14/VBHN-BTC|Điều 11,,
130,4,3,03/VBHN-BTC;61/2007/TT-BTC;29/VBHN-VPQH,03/VBHN-BTC;29/VBHN-VPQH,61/2007/TT-BTC,03/VBHN-BTC|Điều 1;29/VBHN-VPQH|Điều 140,,
131,6,9,100/2004/NĐ-CP;98/2007/NĐ-CP;166/2013/TT-BTC;41/2004/TT-BTC;114/2006/NĐ-CP,100/2004/NĐ-CP;98/2007/NĐ-CP;166/2013/TT-BTC;41/2004/TT-BTC;114/2006/NĐ-CP,,125/2020/NĐ-CP|Điều 8;100/2004/NĐ-CP|Điều 24;98/2007/NĐ-CP|Điều 23;98/2007/NĐ-CP|Điều 5;100/2004/NĐ-CP|Điều 3;166/2013/TT-BTC|Điều 34;166/2013/TT-BTC|Điều 33;114/2006/NĐ-CP|Điều 33,,
132,7,7,108/2025/QH15;166/2013/TT-BTC;03/VBHN-BTC;14/VBHN-BTC;29/VBHN-VPQH,,108/2025/QH15;166/2013/TT-BTC;03/VBHN-BTC;14/VBHN-BTC;29/VBHN-VPQH,108/2025/QH15|Điều 16;166/2013/TT-BTC|Điều 41;03/VBHN-BTC|Điều 42;14/VBHN-BTC|Điều 34;29/VBHN-VPQH|Điều 59,,
133,6,8,89/2002/NĐ-CP;100/2004/NĐ-CP;51/2010/NĐ-CP;14/VBHN-BTC,100/2004/NĐ-CP;14/VBHN-BTC,89/2002/NĐ-CP;51/2010/NĐ-CP,125/2020/NĐ-CP|Điều 40;89/2002/NĐ-CP|Điều 19;100/2004/NĐ-CP|Điều 5;51/2010/NĐ-CP|Điều 37;14/VBHN-BTC|Điều 5;14/VBHN-BTC|Điều 8,,
134,1,1,,,,310/2025/NĐ-CP|Điều 1,,125/2020/NĐ-CP
135,3,4,166/2013/TT-BTC,166/2013/TT-BTC,,166/2013/TT-BTC|Điều 9;03/VBHN-BTC|Điều 13,,
136,9,9,126/2020/NĐ-CP;22/2020/NĐ-CP;302/2016/TT-BTC;60/2007/TT-BTC;20/VBHN-BTC;18/VBHN-BTC;5/VBHN-BTC;11/VBHN-BTC,22/2020/NĐ-CP;302/2016/TT-BTC;20/VBHN-BTC,126/2020/NĐ-CP;60/2007/TT-BTC;18/VBHN-BTC;5/VBHN-BTC;11/VBHN-BTC,126/2020/NĐ-CP|Điều 10;126/2020/NĐ-CP|Điều 18;22/2020/NĐ-CP|Điều 1;302/2016/TT-BTC|Điều 5;20/VBHN-BTC|Điều 5;18/VBHN-BTC|Điều 17;5/VBHN-BTC|Điều 44;11/VBHN-BTC|Điều 18,,
137,2,2,29/VBHN-VPQH,,29/VBHN-VPQH,29/VBHN-VPQH|Điều 59,,
138,9,9,22/2020/NĐ-CP;85/2007/NĐ-CP;302/2016/TT-BTC;20/VBHN-BTC;60/2007/TT-BTC;5/VBHN-BTC;20/VBHN-BTC,22/2020/NĐ-CP;302/2016/TT-BTC;20/VBHN-BTC;60/2007/TT-BTC;5/VBHN-BTC;20/VBHN-BTC,85/2007/NĐ-CP,22/2020/NĐ-CP|Điều 1;126/2020/NĐ-CP|Điều 10;85/2007/NĐ-CP|Điều 13;302/2016/TT-BTC|Điều 5;20/VBHN-BTC|Điều 5;5/VBHN-BTC|Điều 44;20/VBHN-BTC|Điều 4,,
139,2,2,,,,,,
140,8,7,60/2007/TT-BTC;139/2016/NĐ-CP;20/VBHN-BTC;18/VBHN-BTC;19-HĐBT;69-TC/TCT,,60/2007/TT-BTC;139/2016/NĐ-CP;20/VBHN-BTC;18/VBHN-BTC;19-HĐBT;69-TC/TCT,139/2016/NĐ-CP|Điều 5;20/VBHN-BTC|Điều 5;18/VBHN-BTC|Điều 17;19-HĐBT|Điều 3;126/2020/NĐ-CP|Điều 10,,
141,7,7,108/2025/QH15;34/2010/TT-BTC;03/VBHN-VPQH;19/VBHN-BTC;14/VBHN-BTC;29/VBHN-VPQH,108/2025/QH15;34/2010/TT-BTC;29/VBHN-VPQH,03/VBHN-VPQH;19/VBHN-BTC;14/VBHN-BTC,108/2025/QH15|Điều 21;69/2002/NĐ-CP|Điều 11;34/2010/TT-BTC|Điều 8;03/VBHN-VPQH|Điều 67;19/VBHN-BTC|Điều 32;14/VBHN-BTC|Điều 48;29/VBHN-VPQH|Điều 85,,
142,7,8,108/2025/QH15;78/2006/QH11;126/2020/NĐ-CP;158/2003/NĐ-CP;29/VBHN-VPQH;19/VBHN-BTC,78/2006/QH11;19/VBHN-BTC,108/2025/QH15;126/2020/NĐ-CP;158/2003/NĐ-CP;29/VBHN-VPQH,108/2025/QH15|Điều 25;78/2006/QH11|Điều 77;126/2020/NĐ-CP|Điều 14;126/2020/NĐ-CP|Điều 15;158/2003/NĐ-CP|Điều 17;29/VBHN-VPQH|Điều 50;19/VBHN-BTC|Điều 33,,
143,1,1,48-LCT/HĐNN8,48-LCT/HĐNN8,,48-LCT/HĐNN8|Điều 12,,
144,2,3,02/2015/TT-BKHĐT,,02/2015/TT-BKHĐT,02/2015/TT-BKHĐT|Điều 14;5/VBHN-BTC|Điều 26,,
145,6,7,108/2025/QH15;158/2003/NĐ-CP;78/2006/QH11;19/VBHN-BTC;15/VBHN-BTC,108/2025/QH15,158/2003/NĐ-CP;78/2006/QH11;19/VBHN-BTC;15/VBHN-BTC,108/2025/QH15|Điều 25;126/2020/NĐ-CP|Điều 15;158/2003/NĐ-CP|Điều 17;78/2006/QH11|Điều 41;19/VBHN-BTC|Điều 33;15/VBHN-BTC|Điều 25,,
146,9,9,168/2025/NĐ-CP;01/2021/NĐ-CP;126/2020/NĐ-CP;215/2013/TT-BTC;5/VBHN-BTC;157/2007/TT-BTC;69/VBHN-BTC;09/VBHN-VPQH,168/2025/NĐ-CP;01/2021/NĐ-CP,126/2020/NĐ-CP;215/2013/TT-BTC;5/VBHN-BTC;157/2007/TT-BTC;69/VBHN-BTC;09/VBHN-VPQH,168/2025/NĐ-CP|Điều 35;01/2021/NĐ-CP|Điều 41;168/2025/NĐ-CP|Điều 36;126/2020/NĐ-CP|Điều 37;215/2013/TT-BTC|Điều 16;5/VBHN-BTC|Điều 37;69/VBHN-BTC|Điều 16;09/VBHN-VPQH|Điều 102,,
147,3,3,13/VBHN-BTC;5/VBHN-BTC;18/VBHN-BTC,13/VBHN-BTC;5/VBHN-BTC,18/VBHN-BTC,13/VBHN-BTC|Điều 5;5/VBHN-BTC|Điều 7;18/VBHN-BTC|Điều 12,,
148,9,10,02/2000/NĐ-CP;14/2010/TT-BKH;88/2006/NĐ-CP;92/2024/NĐ-CP;95/2016/TT-BTC;5019/VBHN-BKHĐT;109/2004/NĐ-CP,14/2010/TT-BKH;5019/VBHN-BKHĐT,02/2000/NĐ-CP;88/2006/NĐ-CP;92/2024/NĐ-CP;95/2016/TT-BTC;109/2004/NĐ-CP,168/2025/NĐ-CP|Điều 100;02/2000/NĐ-CP|Điều 11;14/2010/TT-BKH|Điều 13;88/2006/NĐ-CP|Điều 26;92/2024/NĐ-CP|Điều 37;95/2016/TT-BTC|Điều 15;5019/VBHN-BKHĐT|Điều 35;109/2004/NĐ-CP|Điều 16,,
149,3,3,21/2016/TT-BTC;06/VBHN-BTC,21/2016/TT-BTC;06/VBHN-BTC,,21/2016/TT-BTC|Điều 3;06/VBHN-BTC|Điều 10,,
150,3,5,04/2017/QH14,,04/2017/QH14,132/2018/TT-BTC|Điều 11;133/2016/TT-BTC|Điều 82;133/2016/TT-BTC|Điều 81;04/2017/QH14|Điều 10,,
151,1,2,,,,,,
152,2,4,,,,132/2018/TT-BTC|Điều 14;133/2016/TT-BTC|Điều 82;133/2016/TT-BTC|Điều 80,,
153,1,2,,,,132/2018/TT-BTC|Điều 8,,
154,1,2,,,,132/2018/TT-BTC|Điều 15,,
155,1,2,,,,132/2018/TT-BTC|Điều 9,,
156,2,3,,,,132/2018/TT-BTC|Điều 14;133/2016/TT-BTC|Điều 80,,
157,2,4,133/2016/TT-BTC,,133/2016/TT-BTC,133/2016/TT-BTC|Điều 91;133/2016/TT-BTC|Điều 11;132/2018/TT-BTC|Điều 3,,
158,3,4,133/2016/TT-BTC,,133/2016/TT-BTC,133/2016/TT-BTC|Điều 87;132/2018/TT-BTC|Điều 4,,
159,2,3,04/2017/QH14,04/2017/QH14,,04/2017/QH14|Điều 10;132/2018/TT-BTC|Điều 18,,133/2016/TT-BTC
160,5,5,06/2012/TT-BTC;17/VBHN-BTC;93/VBHN-VPQH,17/VBHN-BTC;93/VBHN-VPQH,06/2012/TT-BTC,99/2025/TT-BTC|Điều 31;06/2012/TT-BTC|Điều 14;17/VBHN-BTC|Điều 9;93/VBHN-VPQH|Điều 14,,
161,6,6,99/2025/TT-BTC;78/2020/TT-BTC;19/VBHN-BTC;107/2025/TT-BTC,19/VBHN-BTC,99/2025/TT-BTC;78/2020/TT-BTC;107/2025/TT-BTC,99/2025/TT-BTC|Điều 31;78/2020/TT-BTC|Điều 17;19/VBHN-BTC|Điều 24;107/2025/TT-BTC|Điều 12,,
162,4,4,177/2015/TT-BTC,,177/2015/TT-BTC,133/2016/TT-BTC|Điều 15;99/2025/TT-BTC|Điều 31;177/2015/TT-BTC|Điều 4,,
163,2,3,,,,132/2018/TT-BTC|Điều 17;133/2016/TT-BTC|Điều 84,,
164,9,10,132/2018/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC;129/2004/NĐ-CP;107/2025/TT-BTC;24/2017/TT-BTC;71/2024/TT-BTC,,132/2018/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC;129/2004/NĐ-CP;107/2025/TT-BTC;24/2017/TT-BTC;71/2024/TT-BTC,133/2016/TT-BTC|Điều 10;132/2018/TT-BTC|Điều 4;99/2025/TT-BTC|Điều 9;04/VBHN-BTC|Điều 117;129/2004/NĐ-CP|Điều 5;107/2025/TT-BTC|Điều 3;24/2017/TT-BTC|Điều 5;71/2024/TT-BTC|Điều 4,,
165,7,9,59-CP;199/2014/TT-BTC;09/2011/TT-BTC;05/2019/TT-BTC;63/1999/TT-BTC;133/2016/TT-BTC,,59-CP;199/2014/TT-BTC;09/2011/TT-BTC;05/2019/TT-BTC;63/1999/TT-BTC;133/2016/TT-BTC,59-CP|Điều 23;199/2014/TT-BTC|Điều 4;09/2011/TT-BTC|Điều 9;05/2019/TT-BTC|Điều 53;133/2016/TT-BTC|Điều 44;133/2016/TT-BTC|Điều 17;200/2014/TT-BTC|Điều 55,,
166,1,1,78/2020/TT-BTC,,78/2020/TT-BTC,78/2020/TT-BTC|Điều 17,,
167,7,5,24/2007/TT-BTC;117/2010/TT-BTC;58/2002/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC,,24/2007/TT-BTC;117/2010/TT-BTC;58/2002/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC,117/2010/TT-BTC|Điều 6;99/2025/TT-BTC|Điều 31;04/VBHN-BTC|Điều 25,,
168,7,9,177/2015/TT-BTC;78/2020/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC,,177/2015/TT-BTC;78/2020/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC,177/2015/TT-BTC|Điều 6;133/2016/TT-BTC|Điều 20;78/2020/TT-BTC|Điều 17;200/2014/TT-BTC|Điều 79;04/VBHN-BTC|Điều 20;04/VBHN-BTC|Điều 21,,99/2025/TT
169,4,3,181/2025/NĐ-CP;58/2002/TT-BTC,58/2002/TT-BTC,181/2025/NĐ-CP,181/2025/NĐ-CP|Điều 40,,
170,9,5,58/2002/TT-BTC;76-TC/TCDN;48/2002/TTLT-BTC-BNNPTNT;99/1998/TT-BTC;63/1999/TT-BTC;181/2025/NĐ-CP,,58/2002/TT-BTC;76-TC/TCDN;48/2002/TTLT-BTC-BNNPTNT;99/1998/TT-BTC;63/1999/TT-BTC;181/2025/NĐ-CP,133/2016/TT-BTC|Điều 27;181/2025/NĐ-CP|Điều 40,,
171,6,8,199/2014/TT-BTC;200/2014/TT-BTC;99/2025/TT-BTC;45/2013/TT-BTC,,199/2014/TT-BTC;200/2014/TT-BTC;99/2025/TT-BTC;45/2013/TT-BTC,199/2014/TT-BTC|Điều 26;200/2014/TT-BTC|Điều 39;133/2016/TT-BTC|Điều 31;04/VBHN-BTC|Điều 34;99/2025/TT-BTC|Điều 31;45/2013/TT-BTC|Điều 4,,
172,4,4,04/VBHN-BTC;99/2025/TT-BTC,,04/VBHN-BTC;99/2025/TT-BTC,04/VBHN-BTC|Điều 45;99/2025/TT-BTC|Điều 31,,
173,4,4,99/2025/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC,,99/2025/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC,99/2025/TT-BTC|Điều 31;200/2014/TT-BTC|Điều 27;04/VBHN-BTC|Điều 27,,
174,8,5,99/2025/TT-BTC;133/2016/TT-BTC;200/2014/TT-BTC;58/2002/TT-BTC;33/2005/TT-BTC;18/2002/TT-BTC;04/VBHN-BTC;99/1998/TT-BTC,,99/2025/TT-BTC;133/2016/TT-BTC;200/2014/TT-BTC;58/2002/TT-BTC;33/2005/TT-BTC;18/2002/TT-BTC;04/VBHN-BTC;99/1998/TT-BTC,99/2025/TT-BTC|Điều 31;133/2016/TT-BTC|Điều 28;200/2014/TT-BTC|Điều 29;33/2005/TT-BTC|Điều 17;04/VBHN-BTC|Điều 25,,
175,9,9,45/2018/TT-BTC;62/2021/TT-BTC;133/2016/TT-BTC;23/2023/TT-BTC;78/2014/TT-BTC;04/VBHN-BTC;24/2007/TT-BTC,,45/2018/TT-BTC;62/2021/TT-BTC;133/2016/TT-BTC;23/2023/TT-BTC;78/2014/TT-BTC;04/VBHN-BTC;24/2007/TT-BTC,45/2018/TT-BTC|Điều 7;62/2021/TT-BTC|Điều 21;133/2016/TT-BTC|Điều 31;45/2013/TT-BTC|Điều 2;23/2023/TT-BTC|Điều 7;78/2014/TT-BTC|Điều 6;04/VBHN-BTC|Điều 35,,
176,2,1,,,,,,
177,7,9,133/2016/TT-BTC;75-BTC/TCTN;118/2010/TT-BTC;199/2014/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,,133/2016/TT-BTC;75-BTC/TCTN;118/2010/TT-BTC;199/2014/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,133/2016/TT-BTC|Điều 45;118/2010/TT-BTC|Điều 7;200/2014/TT-BTC|Điều 13;199/2014/TT-BTC|Điều 6;199/2014/TT-BTC|Điều 2;04/VBHN-BTC|Điều 49;04/VBHN-BTC|Điều 60;99/2025/TT-BTC|Điều 31,,
178,9,8,49/2006/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC;138/2011/TT-BTC;99/2025/TT-BTC;177/2015/TT-BTC;33/2005/TT-BTC,,49/2006/TT-BTC;200/2014/TT-BTC;04/VBHN-BTC;138/2011/TT-BTC;99/2025/TT-BTC;177/2015/TT-BTC;33/2005/TT-BTC,200/2014/TT-BTC|Điều 38;200/2014/TT-BTC|Điều 77;04/VBHN-BTC|Điều 34;138/2011/TT-BTC|Điều 1;99/2025/TT-BTC|Điều 31;177/2015/TT-BTC|Điều 12,,
179,4,4,04/VBHN-BTC;24/2010/TT-BTC;62/2021/TT-BTC,,04/VBHN-BTC;24/2010/TT-BTC;62/2021/TT-BTC,04/VBHN-BTC|Điều 44;24/2010/TT-BTC|Điều 6;62/2021/TT-BTC|Điều 13,,
180,5,5,66/2025/QH15;99/2025/TT-BTC;04/VBHN-BTC,66/2025/QH15,99/2025/TT-BTC;04/VBHN-BTC,66/2025/QH15|Điều 9;99/2025/TT-BTC|Điều 31;04/VBHN-BTC|Điều 52,,
181,9,8,236-CP;235-CP;366/2025/NĐ-CP;39/2019/NĐ-CP;09/2009/NĐ-CP;91/2015/NĐ-CP;03-TC/CNXD;11-TC/CNA,,236-CP;235-CP;366/2025/NĐ-CP;39/2019/NĐ-CP;09/2009/NĐ-CP;91/2015/NĐ-CP;03-TC/CNXD;11-TC/CNA,366/2025/NĐ-CP|Điều 29;236-CP|Điều 36;39/2019/NĐ-CP|Điều 50;09/2009/NĐ-CP|Điều 27;91/2015/NĐ-CP|Điều 31,,
182,4,7,200/2014/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC,,200/2014/TT-BTC;99/2025/TT-BTC;04/VBHN-BTC,200/2014/TT-BTC|Điều 51;99/2025/TT-BTC|Điều 31;200/2014/TT-BTC|Điều 24;04/VBHN-BTC|Điều 51;04/VBHN-BTC|Điều 24,,
183,9,10,57/2026/NĐ-CP;133/2016/TT-BTC;232/2012/TT-BTC;177/2015/TT-BTC;126/2004/TT-BTC;202/2011/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,,57/2026/NĐ-CP;133/2016/TT-BTC;232/2012/TT-BTC;177/2015/TT-BTC;126/2004/TT-BTC;202/2011/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,57/2026/NĐ-CP|Điều 17;200/2014/TT-BTC|Điều 54;133/2016/TT-BTC|Điều 43;232/2012/TT-BTC|Điều 5;177/2015/TT-BTC|Điều 14;126/2004/TT-BTC|Điều 12;202/2011/TT-BTC|Điều 9;04/VBHN-BTC|Điều 47;99/2025/TT-BTC|Điều 31,,
184,7,9,133/2016/TT-BTC;99/2025/TT-BTC;177/2015/TT-BTC;232/2012/TT-BTC;04/VBHN-BTC,,133/2016/TT-BTC;99/2025/TT-BTC;177/2015/TT-BTC;232/2012/TT-BTC;04/VBHN-BTC,200/2014/TT-BTC|Điều 115;133/2016/TT-BTC|Điều 47;05/2019/TT-BTC|Điều 80;99/2025/TT-BTC|Điều 31;177/2015/TT-BTC|Điều 40;232/2012/TT-BTC|Điều 10;04/VBHN-BTC|Điều 62,,
185,7,10,200/2014/TT-BTC;111/2020/TT-BTC;05/2019/TT-BTC;04/VBHN-BTC,,200/2014/TT-BTC;111/2020/TT-BTC;05/2019/TT-BTC;04/VBHN-BTC,99/2025/TT-BTC|Điều 24;200/2014/TT-BTC|Điều 13;133/2016/TT-BTC|Điều 52;200/2014/TT-BTC|Điều 51;111/2020/TT-BTC|Điều 7;05/2019/TT-BTC|Điều 46;04/VBHN-BTC|Điều 57,,
186,5,6,174/2015/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,,174/2015/TT-BTC;04/VBHN-BTC;99/2025/TT-BTC,174/2015/TT-BTC|Điều 32;200/2014/TT-BTC|Điều 130;04/VBHN-BTC|Điều 53;99/2025/TT-BTC|Điều 31,,
187,6,5,24/2010/TT-BTC;128/2003/TT-BTC;04/VBHN-BTC,,24/2010/TT-BTC;128/2003/TT-BTC;04/VBHN-BTC,24/2010/TT-BTC|Điều 6;04/VBHN-BTC|Điều 90,,
188,8,7,59-CP;27/1999/NĐ-CP;63/1999/TT-BTC;76-TC/TCDN;133/2016/TT-BTC;14/1998/TT-BTC;99/2025/TT-BTC;200/2014/TT-BTC,,59-CP;27/1999/NĐ-CP;63/1999/TT-BTC;76-TC/TCDN;133/2016/TT-BTC;14/1998/TT-BTC;99/2025/TT-BTC;200/2014/TT-BTC,27/1999/NĐ-CP|Điều 1;133/2016/TT-BTC|Điều 64;99/2025/TT-BTC|Điều 31;200/2014/TT-BTC|Điều 90;133/2016/TT-BTC|Điều 63,,
189,4,3,04/VBHN-BTC,,04/VBHN-BTC,04/VBHN-BTC|Điều 79,,
190,7,8,122/2004/TT-BTC;133/2016/TT-BTC;99/2025/TT-BTC;200/2014/TT-BTC;155/1998/TT-BTC;04/VBHN-BTC,,122/2004/TT-BTC;133/2016/TT-BTC;99/2025/TT-BTC;200/2014/TT-BTC;155/1998/TT-BTC;04/VBHN-BTC,244/2009/TT-BTC|Điều 24;133/2016/TT-BTC|Điều 5;99/2025/TT-BTC|Điều 6;200/2014/TT-BTC|Điều 69;99/2025/TT-BTC|Điều 31;04/VBHN-BTC|Điều 5;04/VBHN-BTC|Điều 6,,
191,5,6,99/2025/TT-BTC;04/VBHN-BTC;05/2019/TT-BTC,99/2025/TT-BTC;05/2019/TT-BTC,04/VBHN-BTC,133/2016/TT-BTC|Điều 65;99/2025/TT-BTC|Điều 31;04/VBHN-BTC|Điều 96;05/2019/TT-BTC|Điều 63,,
192,3,4,99/2025/TT-BTC,,99/2025/TT-BTC,133/2016/TT-BTC|Điều 7;99/2025/TT-BTC|Điều 6,,
193,1,2,,,,133/2016/TT-BTC|Điều 74,,
